瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C)
279,备固,2018-06-30,23.8
279,备固,2018-07-01,23.1
279,备固,2018-07-02,22.3
279,备固,2018-07-03,24.1
279,备固,2018-07-04,26.7
279,备固,2018-07-05,23.8
279,备固,2018-07-06,22
279,备固,2018-07-07,20.7
279,备固,2018-07-08,19.9
279,备固,2018-07-09,19.4
279,备固,2018-07-10,23.5
279,备固,2018-07-11,26.8
279,备固,2018-07-12,28.2
279,备固,2018-07-13,28.6
279,备固,2018-07-14,29
279,备固,2018-07-15,29.5
279,备固,2018-07-16,29.9
279,备固,2018-07-17,29.6
279,备固,2018-07-18,29.2
279,备固,2018-07-19,29.8
279,备固,2018-07-20,29.8
279,备固,2018-07-21,30.4
279,备固,2018-07-22,30.1
279,备固,2018-07-23,30.5
279,备固,2018-07-24,30.8
279,备固,2018-07-25,31.2
279,备固,2018-07-26,31.8
279,备固,2018-07-27,32.5
279,备固,2018-07-28,30.8
279,备固,2018-07-29,30.2
279,备固,2018-07-30,29.7
279,备固,2018-07-31,29.3
279,备固,2018-08-01,30.7
279,备固,2018-08-02,31.2
279,备固,2018-08-03,30.9
279,备固,2018-08-04,31.3
279,备固,2018-08-05,31.3
279,备固,2018-08-06,30.3
279,备固,2018-08-07,29.5
279,备固,2018-08-08,30.4
279,备固,2018-08-09,30.5
279,备固,2018-08-10,27.4
279,备固,2018-08-11,26.9
279,备固,2018-08-12,27.5
279,备固,2018-08-13,30.6
279,备固,2018-08-14,31.3
279,备固,2018-08-15,29.7
279,备固,2018-08-16,27.5
279,备固,2018-08-17,23.9
279,备固,2018-08-18,23.5
279,备固,2018-08-19,25.5
279,备固,2018-08-20,27.4
279,备固,2018-08-21,28.2
279,备固,2018-08-22,29.3
279,备固,2018-08-23,27.8
279,备固,2018-08-24,27.1
279,备固,2018-08-25,24.8
279,备固,2018-08-26,19.9
279,备固,2018-08-27,22.7
279,备固,2018-08-28,25.7
279,备固,2018-08-29,27.5
279,备固,2018-08-30,25.9
279,备固,2018-08-31,22.1
279,备固,2018-09-01,23.5
279,备固,2018-09-02,21.8
279,备固,2018-09-03,23.7
279,备固,2018-09-04,24.4
279,备固,2018-09-05,23.6
279,备固,2018-09-06,22
279,备固,2018-09-07,22.4
279,备固,2018-09-08,19.4
279,备固,2018-09-09,20.7
279,备固,2018-09-10,20.8
279,备固,2018-09-11,18.9
279,备固,2018-09-12,20.9
279,备固,2018-09-13,19.9
279,备固,2018-09-14,20.8
279,备固,2018-09-15,21.4
279,备固,2018-09-16,23.1
279,备固,2018-09-17,22.1
279,备固,2018-09-18,21
279,备固,2018-09-19,20.8
279,备固,2018-09-20,19.6
279,备固,2018-09-21,19
279,备固,2018-09-22,20.2
279,备固,2018-09-23,18.6
279,备固,2018-09-24,16.2
279,备固,2018-09-25,16.3
279,备固,2018-09-26,16.8
279,备固,2018-09-27,16.7
279,备固,2018-09-28,16.3
279,备固,2018-09-29,18.5
279,备固,2018-09-30,19.6
279,备固,2018-10-01,16.4
279,备固,2018-10-02,15.9
279,备固,2018-10-03,15
279,备固,2018-10-04,17.9
279,备固,2018-10-05,17.6
279,备固,2018-10-06,19.2
279,备固,2018-10-07,18.6
279,备固,2018-10-08,15.3
279,备固,2018-10-09,14.5
279,备固,2018-10-10,14.6
279,备固,2018-10-11,11.2
279,备固,2018-10-12,10.2
279,备固,2018-10-13,11.8
279,备固,2018-10-14,12.9
279,备固,2018-10-15,14.5
279,备固,2018-10-16,12.9
279,备固,2018-10-17,12.3
279,备固,2018-10-18,11.9
279,备固,2018-10-19,12.6
279,备固,2018-10-20,11.2
279,备固,2018-10-21,10.6
279,备固,2018-10-22,11.9
279,备固,2018-10-23,13.6
279,备固,2018-10-24,12.4
279,备固,2018-10-25,11.4
279,备固,2018-10-26,11.3
279,备固,2018-10-27,11.8
279,备固,2018-10-28,11
279,备固,2018-10-29,9.4
279,备固,2018-10-30,7.8
279,备固,2018-10-31,8.3
279,备固,2018-11-01,7.7
279,备固,2018-11-02,7.9
279,备固,2018-11-03,8.5
279,备固,2018-11-04,9.5
279,备固,2018-11-05,9.5
279,备固,2018-11-06,11.1
279,备固,2018-11-07,12.8
279,备固,2018-11-08,14.6
279,备固,2018-11-09,12.7
279,备固,2018-11-10,10.2
279,备固,2018-11-11,9.5
279,备固,2018-11-12,9.8
279,备固,2018-11-13,9.2
279,备固,2018-11-14,8.9
279,备固,2018-11-15,8
279,备固,2018-11-16,8.1
279,备固,2018-11-17,8.3
279,备固,2018-11-18,7
279,备固,2018-11-19,8
279,备固,2018-11-20,6.4
279,备固,2018-11-21,5.9
279,备固,2018-11-22,5.1
279,备固,2018-11-23,2.6
279,备固,2018-11-24,1
279,备固,2018-11-25,3.6
279,备固,2018-11-26,3.4
279,备固,2018-11-27,6.1
279,备固,2018-11-28,5.7
279,备固,2018-11-29,4.5
279,备固,2018-11-30,6.3
279,备固,2018-12-01,5.5
279,备固,2018-12-02,5.8
279,备固,2018-12-03,10.4
279,备固,2018-12-04,11.2
279,备固,2018-12-05,5.2
279,备固,2018-12-06,4.7
279,备固,2018-12-07,-2.1
279,备固,2018-12-08,-4.2
279,备固,2018-12-09,-3.2
279,备固,2018-12-10,-2.6
279,备固,2018-12-11,-.1
279,备固,2018-12-12,-.6
279,备固,2018-12-13,-.7
279,备固,2018-12-14,-1.2
279,备固,2018-12-15,-2.3
279,备固,2018-12-16,-.5
279,备固,2018-12-17,3
279,备固,2018-12-18,2.7
279,备固,2018-12-19,4.6
279,备固,2018-12-20,3.2
279,备固,2018-12-21,3.4
279,备固,2018-12-22,5.6
279,备固,2018-12-23,7
279,备固,2018-12-24,.4
279,备固,2018-12-25,-.1
279,备固,2018-12-26,3.3
279,备固,2018-12-27,-3.7
279,备固,2018-12-28,-5.9
279,备固,2018-12-29,-3.9
279,备固,2018-12-30,-3.9
279,备固,2018-12-31,-3.1
279,备固,2019-01-01,-.8
279,备固,2019-01-02,-1.8
279,备固,2019-01-03,-1.2
279,备固,2019-01-04,-.2
279,备固,2019-01-05,.5
279,备固,2019-01-06,-1
279,备固,2019-01-07,.6
279,备固,2019-01-08,1
279,备固,2019-01-09,-2.6
279,备固,2019-01-10,.8
279,备固,2019-01-11,2.1
279,备固,2019-01-12,2.6
279,备固,2019-01-13,-.1
279,备固,2019-01-14,-.8
279,备固,2019-01-15,1.8
279,备固,2019-01-16,-2.1
279,备固,2019-01-17,1.7
279,备固,2019-01-18,1.3
279,备固,2019-01-19,3.3
279,备固,2019-01-20,3.2
279,备固,2019-01-21,2.2
279,备固,2019-01-22,4.3
279,备固,2019-01-23,3.9
279,备固,2019-01-24,1.8
279,备固,2019-01-25,.7
279,备固,2019-01-26,-.5
279,备固,2019-01-27,.6
279,备固,2019-01-28,3.6
279,备固,2019-01-29,.3
279,备固,2019-01-30,4.4
279,备固,2019-01-31,1.3
279,备固,2019-02-01,0
279,备固,2019-02-02,2.4
279,备固,2019-02-03,4.5
279,备固,2019-02-04,3.7
279,备固,2019-02-05,2.3
279,备固,2019-02-06,5.3
279,备固,2019-02-07,3.2
279,备固,2019-02-08,-.6
279,备固,2019-02-09,-.2
279,备固,2019-02-10,-.1
279,备固,2019-02-11,.4
279,备固,2019-02-12,.9
279,备固,2019-02-13,1.9
279,备固,2019-02-14,2.5
279,备固,2019-02-15,3.4
279,备固,2019-02-16,.5
279,备固,2019-02-17,1.2
279,备固,2019-02-18,4.3
279,备固,2019-02-19,3.4
279,备固,2019-02-20,3.7
279,备固,2019-02-21,3.2
279,备固,2019-02-22,4.4
279,备固,2019-02-23,5.6
279,备固,2019-02-24,6.7
279,备固,2019-02-25,8.2
279,备固,2019-02-26,6.5
279,备固,2019-02-27,8
279,备固,2019-02-28,8.5
279,备固,2019-03-01,8.2
279,备固,2019-03-02,7.5
279,备固,2019-03-03,9.3
279,备固,2019-03-04,10.9
279,备固,2019-03-05,9.6
279,备固,2019-03-06,11.1
279,备固,2019-03-07,8.6
279,备固,2019-03-08,7.7
279,备固,2019-03-09,8.7
279,备固,2019-03-10,7.9
279,备固,2019-03-11,7.4
279,备固,2019-03-12,7.1
279,备固,2019-03-13,5.3
279,备固,2019-03-14,5.7
279,备固,2019-03-15,6.9
279,备固,2019-03-16,7.2
279,备固,2019-03-17,8
279,备固,2019-03-18,8.1
279,备固,2019-03-19,12.3
279,备固,2019-03-20,12.6
279,备固,2019-03-21,11.3
279,备固,2019-03-22,6.6
279,备固,2019-03-23,5.6
279,备固,2019-03-24,5.9
279,备固,2019-03-25,8.2
279,备固,2019-03-26,11.2
279,备固,2019-03-27,13.9
279,备固,2019-03-28,14.2
279,备固,2019-03-29,13
279,备固,2019-03-30,8.3
279,备固,2019-03-31,6.7
279,备固,2019-04-01,6.8
279,备固,2019-04-02,7.5
279,备固,2019-04-03,8.6
279,备固,2019-04-04,11.1
279,备固,2019-04-05,12.9
279,备固,2019-04-06,14.1
279,备固,2019-04-07,15.4
279,备固,2019-04-08,14.1
279,备固,2019-04-09,9.1
279,备固,2019-04-10,7.4
279,备固,2019-04-11,10.6
279,备固,2019-04-12,12.4
279,备固,2019-04-13,12.2
279,备固,2019-04-14,11.7
279,备固,2019-04-15,13.3
279,备固,2019-04-16,14.8
279,备固,2019-04-17,17.4
279,备固,2019-04-18,17.8
279,备固,2019-04-19,12.7
279,备固,2019-04-20,16.6
279,备固,2019-04-21,19.5
279,备固,2019-04-22,19.5
279,备固,2019-04-23,16.7
279,备固,2019-04-24,17.7
279,备固,2019-04-25,15
279,备固,2019-04-26,10.4
279,备固,2019-04-27,12.3
279,备固,2019-04-28,12.4
279,备固,2019-04-29,10.1
279,备固,2019-04-30,14.6
279,备固,2019-05-01,17.5
279,备固,2019-05-02,18.6
279,备固,2019-05-03,18.2
279,备固,2019-05-04,19.5
279,备固,2019-05-05,21.3
279,备固,2019-05-06,15.7
279,备固,2019-05-07,15
279,备固,2019-05-08,16.8
279,备固,2019-05-09,18.6
279,备固,2019-05-10,19.4
279,备固,2019-05-11,21.2
279,备固,2019-05-12,19.8
279,备固,2019-05-13,19.4
279,备固,2019-05-14,22.2
279,备固,2019-05-15,22.5
279,备固,2019-05-16,23.2
279,备固,2019-05-17,22.9
279,备固,2019-05-18,18
279,备固,2019-05-19,19.4
279,备固,2019-05-20,18
279,备固,2019-05-21,17.3
279,备固,2019-05-22,19.6
279,备固,2019-05-23,21.4
279,备固,2019-05-24,23.5
279,备固,2019-05-25,24
279,备固,2019-05-26,24.1
279,备固,2019-05-27,20.3
279,备固,2019-05-28,18.6
279,备固,2019-05-29,21.1
279,备固,2019-05-30,21.5
279,备固,2019-05-31,20
279,备固,2019-06-01,19.7
279,备固,2019-06-02,22.1
279,备固,2019-06-03,23.6
279,备固,2019-06-04,25.4
279,备固,2019-06-05,26.4
279,备固,2019-06-06,23.5
279,备固,2019-06-07,18.2
279,备固,2019-06-08,21.3
279,备固,2019-06-09,20.4
279,备固,2019-06-10,19
279,备固,2019-06-11,20.3
279,备固,2019-06-12,21.4
279,备固,2019-06-13,23.2
279,备固,2019-06-14,21.1
279,备固,2019-06-15,22.4
279,备固,2019-06-16,22.2
279,备固,2019-06-17,23.7
279,备固,2019-06-18,21.8
279,备固,2019-06-19,23.3
279,备固,2019-06-20,25.4
279,备固,2019-06-21,25.4
279,备固,2019-06-22,23.7
279,备固,2019-06-23,22.3
279,备固,2019-06-24,24.2
279,备固,2019-06-25,25.7
279,备固,2019-06-26,20.6
279,备固,2019-06-27,23.9
279,备固,2019-06-28,25.1
279,备固,2019-06-29,21.7
279,备固,2019-06-30,25.1
279,备固,2019-07-01,23.4
279,备固,2019-07-02,24.3
279,备固,2019-07-03,23.2
279,备固,2019-07-04,25.1
279,备固,2019-07-05,26
279,备固,2019-07-06,24.6
279,备固,2019-07-07,23.4
279,备固,2019-07-08,22.4
279,备固,2019-07-09,21.8
279,备固,2019-07-10,20.8
279,备固,2019-07-11,23.4
279,备固,2019-07-12,24.6
279,备固,2019-07-13,24.1
279,备固,2019-07-14,25.4
279,备固,2019-07-15,22.6
279,备固,2019-07-16,25
279,备固,2019-07-17,25.1
279,备固,2019-07-18,23.8
279,备固,2019-07-19,24.6
279,备固,2019-07-20,24.4
279,备固,2019-07-21,25
279,备固,2019-07-22,27.1
279,备固,2019-07-23,28.8
279,备固,2019-07-24,27.1
279,备固,2019-07-25,26.4
279,备固,2019-07-26,27.9
279,备固,2019-07-27,27.2
279,备固,2019-07-28,27.4
279,备固,2019-07-29,28
279,备固,2019-07-30,29
279,备固,2019-07-31,29.5
279,备固,2019-08-01,29.4
279,备固,2019-08-02,30
279,备固,2019-08-03,29
279,备固,2019-08-04,29.4
279,备固,2019-08-05,30.1
279,备固,2019-08-06,26.2
279,备固,2019-08-07,27.6
279,备固,2019-08-08,26.2
279,备固,2019-08-09,28
279,备固,2019-08-10,28.7
279,备固,2019-08-11,29.1
279,备固,2019-08-12,29.5
279,备固,2019-08-13,29.7
279,备固,2019-08-14,28.7
279,备固,2019-08-15,25.7
279,备固,2019-08-16,27
279,备固,2019-08-17,27.1
279,备固,2019-08-18,26.2
279,备固,2019-08-19,25.7
279,备固,2019-08-20,26.5
279,备固,2019-08-21,25.3
279,备固,2019-08-22,25.3
279,备固,2019-08-23,25
279,备固,2019-08-24,22.7
279,备固,2019-08-25,23.2
279,备固,2019-08-26,24.7
279,备固,2019-08-27,21.8
279,备固,2019-08-28,23
279,备固,2019-08-29,22.3
279,备固,2019-08-30,23.4
279,备固,2019-08-31,22.6
279,备固,2019-09-01,22.6
279,备固,2019-09-02,20.4
279,备固,2019-09-03,21.5
279,备固,2019-09-04,23.4
279,备固,2019-09-05,25.5
279,备固,2019-09-06,26.2
279,备固,2019-09-07,26.2
279,备固,2019-09-08,24.7
279,备固,2019-09-09,24.2
279,备固,2019-09-10,26.7
279,备固,2019-09-11,24.7
279,备固,2019-09-12,20.4
279,备固,2019-09-13,20.5
279,备固,2019-09-14,22
279,备固,2019-09-15,24.3
279,备固,2019-09-16,22
279,备固,2019-09-17,20.9
279,备固,2019-09-18,22
279,备固,2019-09-19,19.7
279,备固,2019-09-20,18.9
279,备固,2019-09-21,17.3
279,备固,2019-09-22,17.1
279,备固,2019-09-23,18.5
279,备固,2019-09-24,18
279,备固,2019-09-25,18.4
279,备固,2019-09-26,19.8
279,备固,2019-09-27,22
279,备固,2019-09-28,22.9
279,备固,2019-09-29,23.1
279,备固,2019-09-30,22.4
279,备固,2019-10-01,22.4
279,备固,2019-10-02,20.9
279,备固,2019-10-03,22
279,备固,2019-10-04,21.5
279,备固,2019-10-05,20.6
279,备固,2019-10-06,17.5
279,备固,2019-10-07,15
279,备固,2019-10-08,16.2
279,备固,2019-10-09,13.5
279,备固,2019-10-10,14.9
279,备固,2019-10-11,17.7
279,备固,2019-10-12,18.4
279,备固,2019-10-13,15.1
279,备固,2019-10-14,15
279,备固,2019-10-15,14
279,备固,2019-10-16,12.2
279,备固,2019-10-17,13.1
279,备固,2019-10-18,13.9
279,备固,2019-10-19,15.9
279,备固,2019-10-20,14.1
279,备固,2019-10-21,14.2
279,备固,2019-10-22,15.1
279,备固,2019-10-23,14.8
279,备固,2019-10-24,17.2
279,备固,2019-10-25,17.9
279,备固,2019-10-26,14.3
279,备固,2019-10-27,10.9
279,备固,2019-10-28,10.6
279,备固,2019-10-29,13
279,备固,2019-10-30,11.6
279,备固,2019-10-31,12.7
279,备固,2019-11-01,14.1
279,备固,2019-11-02,12.8
279,备固,2019-11-03,14.7
279,备固,2019-11-04,13
279,备固,2019-11-05,10.8
279,备固,2019-11-06,12.1
279,备固,2019-11-07,12.8
279,备固,2019-11-08,8.8
279,备固,2019-11-09,8.8
279,备固,2019-11-10,9.4
279,备固,2019-11-11,12
279,备固,2019-11-12,9.9
279,备固,2019-11-13,7.9
279,备固,2019-11-14,4
279,备固,2019-11-15,6.1
279,备固,2019-11-16,10.7
279,备固,2019-11-17,8.4
279,备固,2019-11-18,9.6
279,备固,2019-11-19,4.5
279,备固,2019-11-20,3.7
279,备固,2019-11-21,4.3
279,备固,2019-11-22,7.5
279,备固,2019-11-23,9.1
279,备固,2019-11-24,12.9
279,备固,2019-11-25,7.4
279,备固,2019-11-26,8.7
279,备固,2019-11-27,7.1
279,备固,2019-11-28,5.4
279,备固,2019-11-29,4.2
279,备固,2019-11-30,4.4
279,备固,2019-12-01,6.8
279,备固,2019-12-02,4.3
279,备固,2019-12-03,3.3
279,备固,2019-12-04,4.9
279,备固,2019-12-05,1.5
279,备固,2019-12-06,-1.9
279,备固,2019-12-07,.9
279,备固,2019-12-08,1.5
279,备固,2019-12-09,1.2
279,备固,2019-12-10,3.7
279,备固,2019-12-11,5.5
279,备固,2019-12-12,2.4
279,备固,2019-12-13,.4
279,备固,2019-12-14,3.2
279,备固,2019-12-15,3.4
279,备固,2019-12-16,5.3
279,备固,2019-12-17,7
279,备固,2019-12-18,5.6
279,备固,2019-12-19,3.1
279,备固,2019-12-20,1.7
279,备固,2019-12-21,.5
279,备固,2019-12-22,1.1
279,备固,2019-12-23,3.7
279,备固,2019-12-24,1.7
279,备固,2019-12-25,2.8
279,备固,2019-12-26,3.9
279,备固,2019-12-27,1.2
279,备固,2019-12-28,-.5
279,备固,2019-12-29,.2
279,备固,2019-12-30,4.4
279,备固,2019-12-31,-2.7
279,备固,2020-01-01,.2
279,备固,2020-01-02,3.1
279,备固,2020-01-03,3.3
279,备固,2020-01-04,2.1
279,备固,2020-01-05,.9
279,备固,2020-01-06,1.3
279,备固,2020-01-07,4.9
279,备固,2020-01-08,6.7
279,备固,2020-01-09,2.6
279,备固,2020-01-10,.7
279,备固,2020-01-11,2.7
279,备固,2020-01-12,2.7
279,备固,2020-01-13,1.6
279,备固,2020-01-14,1.3
279,备固,2020-01-15,.2
279,备固,2020-01-16,.8
279,备固,2020-01-17,1.3
279,备固,2020-01-18,3.4
279,备固,2020-01-19,3.7
279,备固,2020-01-20,4.7
279,备固,2020-01-21,.8
279,备固,2020-01-22,2.2
279,备固,2020-01-23,4.2
279,备固,2020-01-24,4.2
279,备固,2020-01-25,5.6
279,备固,2020-01-26,5.8
279,备固,2020-01-27,6
279,备固,2020-01-28,7.4
279,备固,2020-01-29,6.5
279,备固,2020-01-30,6.3
279,备固,2020-01-31,5
279,备固,2020-02-01,2.7
279,备固,2020-02-02,3.1
279,备固,2020-02-03,2.7
279,备固,2020-02-04,1.7
279,备固,2020-02-05,-1.9
279,备固,2020-02-06,-3.1
279,备固,2020-02-07,-.4
279,备固,2020-02-08,2.8
279,备固,2020-02-09,1.8
279,备固,2020-02-10,5.6
279,备固,2020-02-11,5.8
279,备固,2020-02-12,6.8
279,备固,2020-02-13,8.7
279,备固,2020-02-14,8.2
279,备固,2020-02-15,9.9
279,备固,2020-02-16,3.7
279,备固,2020-02-17,-1.3
279,备固,2020-02-18,-.2
279,备固,2020-02-19,3.8
279,备固,2020-02-20,5.2
279,备固,2020-02-21,8
279,备固,2020-02-22,7.8
279,备固,2020-02-23,4.4
279,备固,2020-02-24,6.7
279,备固,2020-02-25,6.4
279,备固,2020-02-26,8.7
279,备固,2020-02-27,6.5
279,备固,2020-02-28,4.4
279,备固,2020-02-29,5.7
279,备固,2020-03-01,7.8
279,备固,2020-03-02,6.4
279,备固,2020-03-03,7.4
279,备固,2020-03-04,5.7
279,备固,2020-03-05,3.5
279,备固,2020-03-06,4.5
279,备固,2020-03-07,5.7
279,备固,2020-03-08,7.4
279,备固,2020-03-09,8.8
279,备固,2020-03-10,8.4
279,备固,2020-03-11,6
279,备固,2020-03-12,7.3
279,备固,2020-03-13,8.9
279,备固,2020-03-14,6.5
279,备固,2020-03-15,6.7
279,备固,2020-03-16,6.2
279,备固,2020-03-17,8.5
279,备固,2020-03-18,10.5
279,备固,2020-03-19,10.4
279,备固,2020-03-20,10.8
279,备固,2020-03-21,13.5
279,备固,2020-03-22,15.4
279,备固,2020-03-23,12.4
279,备固,2020-03-24,11.2
279,备固,2020-03-25,13.2
279,备固,2020-03-26,13.3
279,备固,2020-03-27,13.6
279,备固,2020-03-28,8.6
279,备固,2020-03-29,8.7
279,备固,2020-03-30,11.7
279,备固,2020-03-31,12.8
279,备固,2020-04-01,13.6
279,备固,2020-04-02,12.1
279,备固,2020-04-03,13.4
279,备固,2020-04-04,11.2
279,备固,2020-04-05,9.5
279,备固,2020-04-06,11.4
279,备固,2020-04-07,14.2
279,备固,2020-04-08,11.9
279,备固,2020-04-09,10.8
279,备固,2020-04-10,10.9
279,备固,2020-04-11,10.9
279,备固,2020-04-12,8.9
279,备固,2020-04-13,10.3
279,备固,2020-04-14,13.4
279,备固,2020-04-15,14.8
279,备固,2020-04-16,13.8
279,备固,2020-04-17,11.8
279,备固,2020-04-18,13.7
279,备固,2020-04-19,11.2
279,备固,2020-04-20,12.8
279,备固,2020-04-21,10.5
279,备固,2020-04-22,8.5
279,备固,2020-04-23,9.8
279,备固,2020-04-24,11.5
279,备固,2020-04-25,15.3
279,备固,2020-04-26,14
279,备固,2020-04-27,13.2
279,备固,2020-04-28,14.6
279,备固,2020-04-29,16.7
279,备固,2020-04-30,17.7
279,备固,2020-05-01,21.4
279,备固,2020-05-02,21.1
279,备固,2020-05-03,17.9
279,备固,2020-05-04,22
279,备固,2020-05-05,17
279,备固,2020-05-06,17.9
279,备固,2020-05-07,16.2
279,备固,2020-05-08,16.8
279,备固,2020-05-09,17.5
279,备固,2020-05-10,18
279,备固,2020-05-11,20.4
279,备固,2020-05-12,19.4
279,备固,2020-05-13,17.6
279,备固,2020-05-14,19.5
279,备固,2020-05-15,16.5
279,备固,2020-05-16,18.9
279,备固,2020-05-17,22.3
279,备固,2020-05-18,20.1
279,备固,2020-05-19,14.8
279,备固,2020-05-20,15.3
279,备固,2020-05-21,16.4
279,备固,2020-05-22,18.4
279,备固,2020-05-23,19.3
279,备固,2020-05-24,20.3
279,备固,2020-05-25,19.9
279,备固,2020-05-26,21
279,备固,2020-05-27,20.3
279,备固,2020-05-28,20.9
279,备固,2020-05-29,22
279,备固,2020-05-30,21.9
279,备固,2020-05-31,22.4
279,备固,2020-06-01,22.5
279,备固,2020-06-02,20.9
279,备固,2020-06-03,23
279,备固,2020-06-04,26.2
279,备固,2020-06-05,26.6
279,备固,2020-06-06,23.1
279,备固,2020-06-07,23.9
279,备固,2020-06-08,26.5
279,备固,2020-06-09,28.1
279,备固,2020-06-10,26.9
279,备固,2020-06-11,24.8
279,备固,2020-06-12,24.5
279,备固,2020-06-13,23.9
279,备固,2020-06-14,24.7
279,备固,2020-06-15,24.7
279,备固,2020-06-16,24.2
279,备固,2020-06-17,23.1
279,备固,2020-06-18,19.5
279,备固,2020-06-19,23.3
279,备固,2020-06-20,24.3
279,备固,2020-06-21,24
279,备固,2020-06-22,24.8
279,备固,2020-06-23,26.6
279,备固,2020-06-24,22.2
279,备固,2020-06-25,22.2
279,备固,2020-06-26,24
279,备固,2020-06-27,24
279,备固,2020-06-28,25.1
279,备固,2020-06-29,22
279,备固,2020-06-30,22.2
279,备固,2020-07-01,21.3
279,备固,2020-07-02,23.4
279,备固,2020-07-03,20.8
279,备固,2020-07-04,21.5
279,备固,2020-07-05,22.7
279,备固,2020-07-06,23
279,备固,2020-07-07,25.5
279,备固,2020-07-08,26
279,备固,2020-07-09,25.5
279,备固,2020-07-10,23.6
279,备固,2020-07-11,26.2
279,备固,2020-07-12,20.9
279,备固,2020-07-13,18.8
279,备固,2020-07-14,19.7
279,备固,2020-07-15,19.7
279,备固,2020-07-16,22.6
279,备固,2020-07-17,24
279,备固,2020-07-18,22.3
279,备固,2020-07-19,24.7
279,备固,2020-07-20,27.2
279,备固,2020-07-21,26.4
279,备固,2020-07-22,22.8
279,备固,2020-07-23,21.6
279,备固,2020-07-24,21.1
279,备固,2020-07-25,22.2
279,备固,2020-07-26,23.5
279,备固,2020-07-27,22.9
279,备固,2020-07-28,22.7
279,备固,2020-07-29,23.4
279,备固,2020-07-30,22.9
279,备固,2020-07-31,25.6
279,备固,2020-08-01,26.8
279,备固,2020-08-02,27.5
279,备固,2020-08-03,26.7
279,备固,2020-08-04,27.8
279,备固,2020-08-05,27.8
279,备固,2020-08-06,27
279,备固,2020-08-07,23.3
279,备固,2020-08-08,23
279,备固,2020-08-09,27.7
279,备固,2020-08-10,25.2
279,备固,2020-08-11,25.8
279,备固,2020-08-12,27.3
279,备固,2020-08-13,28.6
279,备固,2020-08-14,28.8
279,备固,2020-08-15,29.6
279,备固,2020-08-16,28.5
279,备固,2020-08-17,28
279,备固,2020-08-18,28.3
279,备固,2020-08-19,28.6
279,备固,2020-08-20,28.5
279,备固,2020-08-21,27.6
279,备固,2020-08-22,26.5
279,备固,2020-08-23,26.5
279,备固,2020-08-24,27.5
279,备固,2020-08-25,28.2
279,备固,2020-08-26,29.1
279,备固,2020-08-27,28
279,备固,2020-08-28,28.2
279,备固,2020-08-29,27.8
279,备固,2020-08-30,27.5
279,备固,2020-08-31,25.2
279,备固,2020-09-01,24.7
279,备固,2020-09-02,24.3
279,备固,2020-09-03,24.9
279,备固,2020-09-04,22.3
279,备固,2020-09-05,20.8
279,备固,2020-09-06,19.6
279,备固,2020-09-07,21.6
279,备固,2020-09-08,23.7
279,备固,2020-09-09,22.1
279,备固,2020-09-10,21.9
279,备固,2020-09-11,21.4
279,备固,2020-09-12,19.6
279,备固,2020-09-13,21.3
279,备固,2020-09-14,21.1
279,备固,2020-09-15,22.7
279,备固,2020-09-16,21.6
279,备固,2020-09-17,21
279,备固,2020-09-18,19.6
279,备固,2020-09-19,19.4
279,备固,2020-09-20,18.8
279,备固,2020-09-21,16.6
279,备固,2020-09-22,16.9
279,备固,2020-09-23,17.7
279,备固,2020-09-24,19
279,备固,2020-09-25,19.4
279,备固,2020-09-26,17.9
279,备固,2020-09-27,18.2
279,备固,2020-09-28,16.6
279,备固,2020-09-29,17
279,备固,2020-09-30,17.7
279,备固,2020-10-01,18.9
279,备固,2020-10-02,20
279,备固,2020-10-03,20.2
279,备固,2020-10-04,19.2
279,备固,2020-10-05,15.1
279,备固,2020-10-06,14.8
279,备固,2020-10-07,16.8
279,备固,2020-10-08,16.8
279,备固,2020-10-09,16.8
279,备固,2020-10-10,17.6
279,备固,2020-10-11,15.5
279,备固,2020-10-12,16.5
279,备固,2020-10-13,14.8
279,备固,2020-10-14,12.7
279,备固,2020-10-15,12.7
279,备固,2020-10-16,11.7
279,备固,2020-10-17,12.8
279,备固,2020-10-18,12.5
279,备固,2020-10-19,12.5
279,备固,2020-10-20,12.5
279,备固,2020-10-21,12.1
279,备固,2020-10-22,14
279,备固,2020-10-23,11.3
279,备固,2020-10-24,10.6
279,备固,2020-10-25,13.2
279,备固,2020-10-26,12.1
279,备固,2020-10-27,12.4
279,备固,2020-10-28,15.2
279,备固,2020-10-29,10.8
279,备固,2020-10-30,10.9
279,备固,2020-10-31,10.8
279,备固,2020-11-01,11.6
279,备固,2020-11-02,11.8
279,备固,2020-11-03,7
279,备固,2020-11-04,5.8
279,备固,2020-11-05,7.7
279,备固,2020-11-06,10.9
279,备固,2020-11-07,13.1
279,备固,2020-11-08,12
279,备固,2020-11-09,7.7
279,备固,2020-11-10,9
279,备固,2020-11-11,7.2
279,备固,2020-11-12,7.4
279,备固,2020-11-13,9.5
279,备固,2020-11-15,10
279,备固,2020-11-16,10.2
279,备固,2020-11-17,12
279,备固,2020-11-18,17.2
279,备固,2020-11-19,18.4
279,备固,2020-11-20,8.6
279,备固,2020-11-21,7.1
279,备固,2020-11-22,8.6
279,备固,2020-11-23,5.3
279,备固,2020-11-24,4.9
279,备固,2020-11-25,5.5
279,备固,2020-11-26,7.8
279,备固,2020-11-27,7.3
279,备固,2020-11-28,3.7
279,备固,2020-11-29,3.4
